,_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,228_store_name,229_store_picture,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,97_number_of_customers_in_store,268_number_fridges,184_store_devices,104_how_many_shelves_does_the_micro_retailer_have,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,2_current_permanent_employees,4_number_permanent_employees_last_year,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,19_tax_id,145_number_direct_competitors,310_burnout,186_internet_connection,210_sales_channels,189_payment_methods,214_customer_relationship_tools,33_credit_to_customers,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,172_supplier_frequency,56_procurement_changes_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,163_number_high_perishable_products,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,234_willingness_participate_workshop
10,74688e80-21b7-4356-9362-6fb2ba1e4f30,"November 12, 2022",2022-11-12 21:43:07 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2609888 19.0203363),19.0203363,-98.2609888,Desechables y materias primas Alondra,1 Photo,Grocery store (aka. nanostore),yes,yes,no,3.0,0.0,"POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",6.0,yes,yes,2010-11-12,1.0,1.0,No cambió,Dependiente ,yes,Software especializado + computadora,Aplicación móvil (i.e. App) + smartphone,yes,3.0,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,yes,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,7.0,no,Diariamente,"Refrigeración,Tamaño","Informar al proveedor,Ofrecer un producto sustituto",40%,10.0,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,no
11,e8009ddb-9e2e-44aa-8721-21fbc2fb157e,"November 12, 2022",2022-11-12 21:43:06 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2611121 19.0203285),19.0203285,-98.2611121,Internet ,1 Photo,internet ,no,no,no,1.0,0.0,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",3.0,yes,yes,2006-11-12,1.0,1.0,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,yes,4.0,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria","Aplicación móvil,Redes sociales",yes,"Aplicación móvil,Software especializado",no,Ninguno,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,3.0,yes,Quincenalmente,Frecuencia de venta,Solicitar tiempo al cliente para conseguir el producto,0,2.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,yes
12,a608b152-7ed5-4e56-a5ab-589867ab0b65,"November 12, 2022",2022-11-12 21:43:06 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2609604 19.0204215),19.0204215,-98.2609604,Ferretería Fénix ,1 Photo,Ferretería ,no,yes,no,2.0,0.0,"Analog cash register,Smartphone",3.0,yes,yes,2009-11-12,2.0,4.0,No cambió,Aumentó 15%,no,En papel,Caja registradora (análoga),yes,4.0,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito",Redes sociales,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,2.0,no,Quincenalmente,Frecuencia de venta,Solicitar tiempo al cliente para conseguir el producto,0,2.0,De acuerdo,De acuerdo,Totalmente de acuerdo,yes
13,f740f232-fc37-4ea5-a5f2-87c1f2ae1951,"November 12, 2022",2022-11-12 21:43:05 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2608668 19.020395),19.020395,-98.2608668,Polleria,1 Photo,Butcher shop,no,no,yes,3.0,0.0,Smartphone,1.0,yes,yes,2022-06-24,1.0,1.9,No cambió,No cambió,yes,En papel,En papel,no,6.0,no,no,"Llamada a Teléfono celular,WhatsApp",Efectivo,Ninguna,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,7.0,no,Nunca,Precio,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",0,1.0,De acuerdo,Totalmente de acuerdo,De acuerdo,yes
14,5e8464b9-0b58-4520-a4fc-9c17a8b30500,"November 12, 2022",2022-11-12 21:43:05 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2608038 19.0205671),19.0205671,-98.2608038,Tortas planchadas,1 Photo,Micro-restaurant (aka. fondita),no,no,no,0.0,0.0,Smartphone,2.0,yes,yes,2016-11-01,5.0,1.9,No cambió,No cambió,yes,No lo hago,En papel,yes,2.0,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Aplicación móvil,no,Ninguna,no,Ninguno,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,1.0,no,Diariamente,Refrigeración,Ofrecer un producto sustituto,20%,1.0,De acuerdo,De acuerdo,De acuerdo,no
15,609385f7-57c8-4210-b927-8b2a9c76ea2c,"November 9, 2022",2022-11-12 21:43:04 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2607229 19.0207622),19.0207622,-98.2607229,Dulceria ,1 Photo,Dulceria ,no,no,no,1.0,0.0,"POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",3.0,yes,yes,2020-11-09,1.0,2.0,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,yes,2.0,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,yes,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,4.0,no,Semanalmente,Frecuencia de venta,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",10%,20.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,yes
16,461b41ec-1b3b-4d20-9414-8fb66a6e051b,"November 9, 2022",2022-11-12 21:43:04 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2606615 19.0208774),19.0208774,-98.2606615,Acuario y mascotas ,1 Photo,Pet store,yes,no,no,0.0,0.0,"Security cameras,Smartphone",4.0,yes,yes,2020-02-20,1.0,1.0,No cambió,Disminuyó 25%,yes,En Excel,"Aplicación móvil (i.e. App) + smartphone,Caja registradora (análoga)",yes,6.0,yes,no,"Redes sociales (e.g. Facebook, Instagram)","Aplicación móvil (e.g. CODI),Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria","Aplicación móvil,Redes sociales",yes,Software especializado,no,Entrega a domicilio,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,1.0,yes,Semanalmente,"Frecuencia de venta,Tamaño","Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",10%,0.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,yes
17,6bb75354-101c-48b1-9c82-76e40f90159c,"November 9, 2022",2022-11-12 21:43:03 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.260586 19.0210881),19.0210881,-98.260586,Tortas cue,1 Photo,Micro-restaurant (aka. fondita),no,no,no,2.0,2.0,Smartphone,3.0,yes,yes,2015-11-09,3.0,2.0,No cambió,Aumentó 25%,no,No lo hago,No lo hago,no,6.0,no,yes,"Llamada a Teléfono celular,WhatsApp",Efectivo,"Aplicación móvil,Redes sociales",yes,Ninguna,no,Entrega a domicilio,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,4.0,yes,Diariamente,Refrigeración,Ofrecer un producto sustituto,0,15.0,De acuerdo,En desacuerdo,Totalmente en desacuerdo,yes
18,77339a78-1542-4445-9403-4344786da162,"November 9, 2022",2022-11-12 21:43:03 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2603816 19.0213946),19.0213946,-98.2603816,Tacos Robert,1 Photo,Micro-restaurant (aka. fondita),no,yes,no,1.0,1.0,Smartphone,1.0,yes,yes,2022-09-20,1.0,1.9,No cambió,No cambió,no,En papel,En papel,no,0.0,yes,no,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Ninguna,no,Cuaderno,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,7.0,no,Diariamente,"Frecuencia de venta,Refrigeración",Ofrecer un producto sustituto,0,1.0,De acuerdo,De acuerdo,De acuerdo,no
19,ac115611-d079-46dc-bdb6-5095a71fde01,"November 9, 2022",2022-11-12 21:43:02 UTC,Ángel Francisco Altamirano Campos,SRID=4326;POINT(-98.2602834 19.021461),19.021461,-98.2602834,Productos Aldhemi,1 Photo,Cosmetiquera ,no,no,no,0.0,0.0,"Security cameras,Smartphone",6.0,yes,yes,2022-10-24,4.0,1.9,No cambió,No cambió,yes,En Excel,En Excel,no,1.0,yes,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,"Cuaderno,Redes sociales",no,Ninguna,no,"Entrega a domicilio,Pago de servicios públicos (e.g. Yastas),Recarga telefónica",Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,4.0,no,Diariamente,Frecuencia de venta,"Informar al proveedor,Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",30%,1.0,De acuerdo,Totalmente de acuerdo,De acuerdo,yes
20,9fc2adeb-ac67-46ef-b4db-8f4afb139ecc,"November 11, 2022",2022-11-12 02:03:45 UTC,Sandra Carreón,SRID=4326;POINT(-98.1944422847 19.0449409657),19.0449409657,-98.1944422847,Mony ,1 Photo,Dairy products,no,yes,yes,2.0,6.0,"Analog cash register,Smartphone",4.7,yes,yes,2005-01-11,0.0,0.0,No cambió,No cambió,no,No lo hago,Contadora,yes,2.0,no,no,Llamada a Teléfono fijo,Efectivo,Ninguna,no,Cuaderno,no,Ninguno,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,7.0,yes,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Margen de utilidad,Precio,Refrigeración,Tamaño",Informar al proveedor,0,2.0,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,no
21,054d2e34-6343-451f-8d71-d87c1599a614,"November 9, 2022",2022-11-11 23:12:55 UTC,Hiram Jiménez,SRID=4326;POINT(-98.3127512 19.0655137),19.0655137,-98.3127512,dulce detalle,1 Photo,Grocery store (aka. nanostore),no,yes,no,0.0,2.0,Dataphone (i.e. card payments),5.0,no,yes,1900-01-01,2.1,1.9,No cambió,No cambió,yes,En papel,En papel,yes,3.8,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,3.0,no,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,8.6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,no
22,b062ce9a-496c-47d1-a193-d8204cc8d968,"November 9, 2022",2022-11-11 23:12:54 UTC,Hiram Jiménez,SRID=4326;POINT(-98.3109706 19.0656707),19.0656707,-98.3109706,Jerusalen,1 Photo,Grocery store (aka. nanostore),no,no,no,0.0,5.0,"Analog cash register,Dataphone (i.e. card payments)",6.0,no,yes,1900-01-01,2.1,1.9,No cambió,No cambió,yes,En papel,En papel,yes,3.8,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,3.0,no,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,8.6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,no
23,bc2a99bc-7c06-4746-85c9-9e53823d9183,"November 9, 2022",2022-11-11 23:12:54 UTC,Hiram Jiménez,SRID=4326;POINT(-98.3097669 19.0638125),19.0638125,-98.3097669,Salchichonerias San Pedro ,1 Photo,Butcher shop,no,no,yes,3.0,1.6,"Analog cash register,Smartphone",6.0,no,yes,1900-01-01,2.1,1.9,No cambió,No cambió,yes,En papel,En papel,yes,3.8,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,3.0,no,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,8.6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,no
24,9e202c7e-1c78-4a72-bb84-110a11f16f1a,"November 9, 2022",2022-11-11 23:12:53 UTC,Hiram Jiménez,SRID=4326;POINT(-98.3109695 19.0614541),19.0614541,-98.3109695,Abarrotes Diana,1 Photo,Grocery store (aka. nanostore),no,no,no,0.0,5.0,Analog cash register,3.0,no,yes,1900-01-01,2.1,1.9,No cambió,No cambió,yes,En papel,En papel,yes,3.8,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,3.0,no,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,8.6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,no
25,dffe1660-c71a-40a5-9578-1335e9b18536,"November 9, 2022",2022-11-11 23:12:53 UTC,Hiram Jiménez,SRID=4326;POINT(-98.3111919 19.0612258),19.0612258,-98.3111919,Abarrotes jaime,1 Photo,Grocery store (aka. nanostore),no,no,no,2.0,3.0,Smartphone,5.0,no,yes,2019-11-09,0.0,0.0,No cambió,No cambió,no,No lo hago,En papel,yes,3.0,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,yes,Ninguna,no,Recarga telefónica,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,1.0,no,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,10.0,De acuerdo,En desacuerdo,Totalmente de acuerdo,yes
26,388f22fd-1484-4443-96b9-d6b7bc79f3b8,"November 9, 2022",2022-11-11 23:12:52 UTC,Hiram Jiménez,SRID=4326;POINT(-98.3112764 19.0608665),19.0608665,-98.3112764,Abarrotes el solecito,1 Photo,Grocery store (aka. nanostore),no,no,no,0.0,2.0,Smartphone,4.0,no,yes,1900-01-01,2.1,1.9,No cambió,No cambió,yes,En papel,En papel,yes,3.8,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,3.0,no,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,8.6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,no
27,22ab11ce-fc2c-4031-9f23-74e21486b0f6,"November 9, 2022",2022-11-11 22:11:34 UTC,Harry Hernández,SRID=4326;POINT(-98.3067292227 19.0618356185),19.0618356185,-98.3067292227,Miscelánea el zócalo ,1 Photo,Grocery store (aka. nanostore),no,no,no,2.0,5.0,"Security cameras,Smartphone",6.0,no,yes,1900-01-01,2.1,1.9,No cambió,No cambió,yes,En papel,En papel,yes,3.8,no,yes,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Redes sociales,no,Ninguna,no,Ninguno,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,3.0,no,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,8.6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,no
